timestamp,value,label,KPI ID
1493568000,1.9016393423099998,0,02e99bd4f6cfb33f
1493568060,1.7868852615400002,0,02e99bd4f6cfb33f
1493568120,2.0,0,02e99bd4f6cfb33f
1493568180,1.8852459192299997,0,02e99bd4f6cfb33f
1493568240,1.8196721077000002,0,02e99bd4f6cfb33f
1493568300,1.8852459192299997,0,02e99bd4f6cfb33f
1493568360,1.8852459192299997,0,02e99bd4f6cfb33f
1493568420,1.93442618847,0,02e99bd4f6cfb33f
1493568480,1.96721315384,0,02e99bd4f6cfb33f
1493568540,1.9508197307599997,0,02e99bd4f6cfb33f
1493568600,1.9508197307599997,0,02e99bd4f6cfb33f
1493568660,1.9508197307599997,0,02e99bd4f6cfb33f
1493568720,1.9016393423099998,0,02e99bd4f6cfb33f
1493568780,1.93442618847,0,02e99bd4f6cfb33f
1493568840,1.8032786846200002,0,02e99bd4f6cfb33f
1493568900,1.8360655307799998,0,02e99bd4f6cfb33f
1493568960,1.91803276539,0,02e99bd4f6cfb33f
1493569020,2.0491802692400003,0,02e99bd4f6cfb33f
1493569080,1.96721315384,0,02e99bd4f6cfb33f
1493569140,2.03278684616,0,02e99bd4f6cfb33f
1493569200,2.1803278923,0,02e99bd4f6cfb33f
1493569260,1.93442618847,0,02e99bd4f6cfb33f
1493569320,1.9508197307599997,0,02e99bd4f6cfb33f
1493569380,1.93442618847,0,02e99bd4f6cfb33f
1493569440,1.98360657692,0,02e99bd4f6cfb33f
1493569500,2.03278684616,0,02e99bd4f6cfb33f
1493569560,2.31147551537,0,02e99bd4f6cfb33f
1493569620,2.03278684616,0,02e99bd4f6cfb33f
1493569680,1.9508197307599997,0,02e99bd4f6cfb33f
1493569740,2.19672131538,0,02e99bd4f6cfb33f
1493569800,2.0,0,02e99bd4f6cfb33f
1493569860,2.40983605385,0,02e99bd4f6cfb33f
1493569920,2.32786893845,0,02e99bd4f6cfb33f
1493569980,2.0819671154,0,02e99bd4f6cfb33f
1493570040,2.13114762306,0,02e99bd4f6cfb33f
1493570100,2.16393446922,0,02e99bd4f6cfb33f
1493570160,2.14754104614,0,02e99bd4f6cfb33f
1493570220,2.16393446922,0,02e99bd4f6cfb33f
1493570280,2.14754104614,0,02e99bd4f6cfb33f
1493570340,2.24590158463,0,02e99bd4f6cfb33f
1493570400,2.06557369232,0,02e99bd4f6cfb33f
1493570460,2.0,0,02e99bd4f6cfb33f
1493570520,2.0,0,02e99bd4f6cfb33f
1493570580,2.06557369232,0,02e99bd4f6cfb33f
1493570640,1.93442618847,0,02e99bd4f6cfb33f
1493570700,2.0,0,02e99bd4f6cfb33f
1493570760,2.24590158463,0,02e99bd4f6cfb33f
1493570820,2.24590158463,0,02e99bd4f6cfb33f
1493570880,2.1803278923,0,02e99bd4f6cfb33f
1493570940,2.26229500771,0,02e99bd4f6cfb33f
1493571000,2.4262294769299997,0,02e99bd4f6cfb33f
1493571060,2.01639342308,0,02e99bd4f6cfb33f
1493571120,1.96721315384,0,02e99bd4f6cfb33f
1493571180,2.0491802692400003,0,02e99bd4f6cfb33f
1493571240,2.2950818538699997,0,02e99bd4f6cfb33f
1493571300,2.24590158463,0,02e99bd4f6cfb33f
1493571360,2.22950816154,0,02e99bd4f6cfb33f
1493571420,2.19672131538,0,02e99bd4f6cfb33f
1493571480,2.55737709999,0,02e99bd4f6cfb33f
1493571540,2.55737709999,0,02e99bd4f6cfb33f
1493571600,2.47540974617,0,02e99bd4f6cfb33f
1493571660,2.44262290001,0,02e99bd4f6cfb33f
1493571720,2.3770492076900003,0,02e99bd4f6cfb33f
1493571780,2.34426236153,0,02e99bd4f6cfb33f
1493571840,2.0983605384799997,0,02e99bd4f6cfb33f
1493571900,2.06557369232,0,02e99bd4f6cfb33f
1493571960,1.98360657692,0,02e99bd4f6cfb33f
1493572020,2.01639342308,0,02e99bd4f6cfb33f
1493572080,2.01639342308,0,02e99bd4f6cfb33f
1493572140,1.98360657692,0,02e99bd4f6cfb33f
1493572200,2.32786893845,0,02e99bd4f6cfb33f
1493572260,2.4262294769299997,0,02e99bd4f6cfb33f
1493572320,2.24590158463,0,02e99bd4f6cfb33f
1493572380,2.1803278923,0,02e99bd4f6cfb33f
1493572440,2.19672131538,0,02e99bd4f6cfb33f
1493572500,2.13114762306,0,02e99bd4f6cfb33f
1493572560,2.0983605384799997,0,02e99bd4f6cfb33f
1493572620,2.2786884307900004,0,02e99bd4f6cfb33f
1493572680,2.5081968307499998,0,02e99bd4f6cfb33f
1493572740,1.98360657692,0,02e99bd4f6cfb33f
1493572800,2.0491802692400003,0,02e99bd4f6cfb33f
1493572860,2.39344263077,0,02e99bd4f6cfb33f
1493572920,2.5737705230700003,0,02e99bd4f6cfb33f
1493572980,2.34426236153,0,02e99bd4f6cfb33f
1493573040,2.14754104614,0,02e99bd4f6cfb33f
1493573100,2.4262294769299997,0,02e99bd4f6cfb33f
1493573160,2.24590158463,0,02e99bd4f6cfb33f
1493573220,2.31147551537,0,02e99bd4f6cfb33f
1493573280,2.39344263077,0,02e99bd4f6cfb33f
1493573340,2.19672131538,0,02e99bd4f6cfb33f
1493573400,2.13114762306,0,02e99bd4f6cfb33f
1493573460,2.4262294769299997,0,02e99bd4f6cfb33f
1493573520,2.75409841537,0,02e99bd4f6cfb33f
1493573580,2.70491814613,0,02e99bd4f6cfb33f
1493573640,2.5737705230700003,0,02e99bd4f6cfb33f
1493573700,2.4918031692500002,0,02e99bd4f6cfb33f
1493573760,2.45901632309,0,02e99bd4f6cfb33f
1493573820,2.31147551537,0,02e99bd4f6cfb33f
1493573880,2.55737709999,0,02e99bd4f6cfb33f
1493573940,2.60655736923,0,02e99bd4f6cfb33f
1493574000,2.32786893845,0,02e99bd4f6cfb33f
1493574060,2.14754104614,0,02e99bd4f6cfb33f
1493574120,2.19672131538,0,02e99bd4f6cfb33f
1493574180,2.39344263077,0,02e99bd4f6cfb33f
1493574240,2.67213106155,0,02e99bd4f6cfb33f
1493574300,2.70491814613,0,02e99bd4f6cfb33f
1493574360,2.5081968307499998,0,02e99bd4f6cfb33f
1493574420,2.45901632309,0,02e99bd4f6cfb33f
1493574480,2.75409841537,0,02e99bd4f6cfb33f
1493574540,2.4918031692500002,0,02e99bd4f6cfb33f
1493574600,2.1803278923,0,02e99bd4f6cfb33f
1493574660,2.2786884307900004,0,02e99bd4f6cfb33f
1493574720,2.5081968307499998,0,02e99bd4f6cfb33f
1493574780,2.7377049922900003,0,02e99bd4f6cfb33f
1493574840,2.5737705230700003,0,02e99bd4f6cfb33f
1493574900,2.44262290001,0,02e99bd4f6cfb33f
1493574960,2.68852448463,0,02e99bd4f6cfb33f
1493575020,2.70491814613,0,02e99bd4f6cfb33f
1493575080,2.85245895386,0,02e99bd4f6cfb33f
1493575140,2.7704918384599995,0,02e99bd4f6cfb33f
1493575200,2.83606553078,0,02e99bd4f6cfb33f
1493575260,2.85245895386,0,02e99bd4f6cfb33f
1493575320,2.7377049922900003,0,02e99bd4f6cfb33f
1493575380,2.6229507923099997,0,02e99bd4f6cfb33f
1493575440,2.5081968307499998,0,02e99bd4f6cfb33f
1493575500,2.52459025383,0,02e99bd4f6cfb33f
1493575560,2.72131156921,0,02e99bd4f6cfb33f
1493575620,2.60655736923,0,02e99bd4f6cfb33f
1493575680,2.63934421539,0,02e99bd4f6cfb33f
1493575740,2.72131156921,0,02e99bd4f6cfb33f
1493575800,2.68852448463,0,02e99bd4f6cfb33f
1493575860,2.4918031692500002,0,02e99bd4f6cfb33f
1493575920,2.68852448463,0,02e99bd4f6cfb33f
1493575980,2.68852448463,0,02e99bd4f6cfb33f
1493576040,2.63934421539,0,02e99bd4f6cfb33f
1493576100,2.7377049922900003,0,02e99bd4f6cfb33f
1493576160,2.9508197307599997,0,02e99bd4f6cfb33f
1493576220,2.68852448463,0,02e99bd4f6cfb33f
1493576280,2.4262294769299997,0,02e99bd4f6cfb33f
1493576340,2.6229507923099997,0,02e99bd4f6cfb33f
1493576400,2.63934421539,0,02e99bd4f6cfb33f
1493576460,2.3770492076900003,0,02e99bd4f6cfb33f
1493576520,2.36065578461,0,02e99bd4f6cfb33f
1493576580,2.26229500771,0,02e99bd4f6cfb33f
1493576640,2.0983605384799997,0,02e99bd4f6cfb33f
1493576700,2.5081968307499998,0,02e99bd4f6cfb33f
1493576760,2.75409841537,0,02e99bd4f6cfb33f
1493576820,2.70491814613,0,02e99bd4f6cfb33f
1493576880,2.68852448463,0,02e99bd4f6cfb33f
1493576940,2.59016394615,0,02e99bd4f6cfb33f
1493577000,2.67213106155,0,02e99bd4f6cfb33f
1493577060,2.5737705230700003,0,02e99bd4f6cfb33f
1493577120,2.39344263077,0,02e99bd4f6cfb33f
1493577180,2.3770492076900003,0,02e99bd4f6cfb33f
1493577240,2.31147551537,0,02e99bd4f6cfb33f
1493577300,2.34426236153,0,02e99bd4f6cfb33f
1493577360,2.44262290001,0,02e99bd4f6cfb33f
1493577420,2.55737709999,0,02e99bd4f6cfb33f
1493577480,2.7377049922900003,0,02e99bd4f6cfb33f
1493577540,2.52459025383,0,02e99bd4f6cfb33f
1493577600,2.63934421539,0,02e99bd4f6cfb33f
1493577660,2.70491814613,0,02e99bd4f6cfb33f
1493577720,2.44262290001,0,02e99bd4f6cfb33f
1493577780,2.3770492076900003,0,02e99bd4f6cfb33f
1493577840,2.3770492076900003,0,02e99bd4f6cfb33f
1493577900,2.5081968307499998,0,02e99bd4f6cfb33f
1493577960,2.59016394615,0,02e99bd4f6cfb33f
1493578020,2.9508197307599997,0,02e99bd4f6cfb33f
1493578080,2.83606553078,0,02e99bd4f6cfb33f
1493578140,2.52459025383,0,02e99bd4f6cfb33f
1493578200,2.54098367691,0,02e99bd4f6cfb33f
1493578260,2.68852448463,0,02e99bd4f6cfb33f
1493578320,2.75862073898,0,02e99bd4f6cfb33f
1493578380,2.7833333015400004,0,02e99bd4f6cfb33f
1493578440,2.79999995232,0,02e99bd4f6cfb33f
1493578500,2.84999990463,0,02e99bd4f6cfb33f
1493578560,2.8196721076999998,0,02e99bd4f6cfb33f
1493578620,2.7068965435,0,02e99bd4f6cfb33f
1493578680,2.7868852615400006,0,02e99bd4f6cfb33f
1493578740,2.40983605385,0,02e99bd4f6cfb33f
1493578800,2.5737705230700003,0,02e99bd4f6cfb33f
1493578860,2.5081968307499998,0,02e99bd4f6cfb33f
1493578920,2.52459025383,0,02e99bd4f6cfb33f
1493578980,2.39344263077,0,02e99bd4f6cfb33f
1493579040,2.67213106155,0,02e99bd4f6cfb33f
1493579100,2.8852458000200003,0,02e99bd4f6cfb33f
1493579160,2.9508197307599997,0,02e99bd4f6cfb33f
1493579220,2.69491529465,0,02e99bd4f6cfb33f
